"Video Gaming Licensed Applicants",
"License Name","d/b/a","Address","City","State","Zip","County","License Number","License Type","Status Date",
"CANIANO,NICHOLAS ANDREW ","","","","","","","180501691","Terminal Handler","06/13/2018",
"CANNON,JAMES MICHAEL ","","","","","","","200501654","Terminal Handler","11/17/2020",
"CARAHER,SEAN EGERTON ","","","","","","","200500079","Terminal Handler","01/30/2020",
"Carbaugh,Daniel Joseph ","","","","","","","220503670","Terminal Handler","02/09/2023",
"Carl,Earl Edward ","","","","","","","150500518","Terminal Handler","03/26/2015",
"Carl,Kasey Alan ","","","","","","","160500679","Terminal Handler","04/21/2016",
"Carleton,John Edward ","","","","","","","210501814","Terminal Handler","09/09/2021",
"Carlson,Douglas James ","","","","","","","200500282","Terminal Handler","06/11/2020",
"Carow,Louis John IV","","","","","","","140502524","Terminal Handler","10/27/2014",
"CARPENTER,LISA DAWN ","","","","","","","180504322","Terminal Handler","01/30/2019",
"Carpenter,Michael Brent ","","","","","","","120507412","Terminal Handler","09/20/2012",
"CARTER,JEFFREY SCOTT ","","","","","","","180502546","Terminal Handler","08/02/2018",
"Carter,Leah Miranda ","","","","","","","160502717","Terminal Handler","08/31/2016",
"Carter,Terry Lynne ","","","","","","","150503430","Terminal Handler","11/06/2015",
"CASIMER,BRANDON MICHAEL ","","","","","","","190501521","Terminal Handler","06/13/2019",
"CASLIN,PATRICK DAVID ","","","","","","","220503878","Terminal Handler","02/09/2023",
"CASSINE,WALTER JOSEPH ","","","","","","","120509438","Terminal Handler","10/18/2012",
"CASTREJON,JUSTIN SAMUEL ","","","","","","","210503010","Terminal Handler","01/27/2022",
"CASTRO,DOMINIC GABRIEL ","","","","","","","180503828","Terminal Handler","01/30/2019",
"Cataldo,James  Douglas ","","","","","","","170503409","Terminal Handler","11/16/2017",
"CATENACCI,MICHAEL ANGELO ","","","","","","","210503857","Terminal Handler","03/10/2022",
"Cato,Brock Aaron ","","","","","","","220501241","Terminal Handler","06/16/2022",
"Catterton,Ericka Lynn ","","","","","","","180503021","Terminal Handler","09/14/2018",
"Cattoni,Theodore Joseph Jr","","","","","","","120509153","Terminal Handler","10/18/2012",
"CAULKINS,AMY KRISTIN ","","","","","","","160503685","Terminal Handler","12/14/2016",
"CAVES,RONALD ADELBERT II","","","","","","","220503465","Terminal Handler","02/09/2023",
"CELLINI,THOMAS WAYNE ","","","","","","","200502614","Terminal Handler","03/10/2021",
"CHALLENDER,CRIS KEVIN ","","","","","","","210502999","Terminal Handler","01/27/2022",
"Champley,Kurt Wesley ","","","","","","","200501602","Terminal Handler","03/10/2021",
"CHAN,DENNIS DOUGLON ","","","","","","","180504074","Terminal Handler","12/12/2018",
"Chaudhari,Bhumika Anilkumar ","","","","","","","210502259","Terminal Handler","09/09/2021",
"Chaudhary,Smit Anilkumar ","","","","","","","220501591","Terminal Handler","06/16/2022",
"CHAVEZ,MARCO ANTONIO ","","","","","","","190504134","Terminal Handler","01/30/2020",
"Chemmachel,Josemon Jaimon ","","","","","","","210503651","Terminal Handler","01/27/2022",
"CHEN,ALEXANDER KENYON ","","","","","","","210503598","Terminal Handler","01/27/2022",
"CHEN,WU  ","","","","","","","170500321","Terminal Handler","03/23/2017",
"Chestnut,Molly Kay ","","","","","","","200502783","Terminal Handler","10/20/2021",
"Chorazy,Wieslaw  ","","","","","","","120509567","Terminal Handler","10/18/2012",
"Christiano,John Richard Jr","","","","","","","220501655","Terminal Handler","07/28/2022",
"Chudasama,Vismay Chandravadan ","","","","","","","190502155","Terminal Handler","09/16/2019",
"Ciavarella,Leonard Lewis ","","","","","","","220503383","Terminal Handler","02/09/2023",
"Ciccone,Gaetano Richard ","","","","","","","210500958","Terminal Handler","06/09/2021",
"CIMINO,NICHOLAS ANTHONY ","","","","","","","180504614","Terminal Handler","01/30/2019",
"CIPOLLA,DANIEL BATTISTA ","","","","","","","210502933","Terminal Handler","11/18/2021",
"Ciszek,John A ","","","","","","","160502359","Terminal Handler","08/31/2016",
"Civitella,Robert Delfico ","","","","","","","180502859","Terminal Handler","09/14/2018",
"CLARICOATES,BRENT CHRISTOPHER ","","","","","","","210501913","Terminal Handler","09/09/2021",
"CLARK,WILLIAM DAVID ","","","","","","","130505888","Terminal Handler","11/21/2013",
"CLAYPOOL,STEVEN QUINN ","","","","","","","200501823","Terminal Handler","01/27/2021",
"CLEGGETT,MARCUS JEROME ","","","","","","","210501049","Terminal Handler","09/09/2021",
"Clement,Joseph Robert ","","","","","","","220503972","Terminal Handler","02/09/2023",
"Clements,Ezekiel Allen ","","","","","","","170502208","Terminal Handler","08/24/2017",
"CLIFT,TABITHA ELLEN ","","","","","","","200502625","Terminal Handler","04/21/2021",
"CLINE,RICHARD FRANCIS III","","","","","","","220500558","Terminal Handler","04/28/2022",
"CLOWER,MATAIS ANTHONY ","","","","","","","210502518","Terminal Handler","11/18/2021",
"COCHRAN,BRANDT ARMSTRONG ","","","","","","","210500631","Terminal Handler","06/09/2021",
"Cody,Jim Randall ","","","","","","","130500119","Terminal Handler","01/24/2013",
"Cody,Matthew David ","","","","","","","160504161","Terminal Handler","01/26/2017",
"COILE,DANIEL ALAN ","","","","","","","220502289","Terminal Handler","12/08/2022",
"COLBERT,JUSTIN CHARLES ","","","","","","","190503299","Terminal Handler","12/19/2019",
"COLE,DANIEL STEPHEN ","","","","","","","190502676","Terminal Handler","12/19/2019",
"COLIN,MICHAEL JAMES ","","","","","","","210503331","Terminal Handler","01/27/2022",
"COLLINS,CHRISTIANA MARIE ","","","","","","","180501792","Terminal Handler","06/13/2018",
"COLLINS,GAVIN HUNTER ","","","","","","","220502959","Terminal Handler","10/27/2022",
"Colomer,Joseph Neil ","","","","","","","120507203","Terminal Handler","08/16/2012",
"COLONIUS,KRISTEN LEE ","","","","","","","180504317","Terminal Handler","01/30/2019",
"COMBS,JASON DEAN ","","","","","","","190500303","Terminal Handler","03/01/2019",
"Congiardo,Nicholas Todd ","","","","","","","120505506","Terminal Handler","08/16/2012",
"CONLEY,PATRICK KEVIN ","","","","","","","200501825","Terminal Handler","01/27/2021",
"Constanza,Jorge Luis ","","","","","","","120505433","Terminal Handler","08/16/2012",
"Conti,Dawn June ","","","","","","","130505127","Terminal Handler","10/24/2013",
"Conti,Mathew Alexander ","","","","","","","150503649","Terminal Handler","11/06/2015",
"COOK,ERIC CLINTON ","","","","","","","180503546","Terminal Handler","11/02/2018",
"COON,ELIZABETH ELLEN ","","","","","","","210500808","Terminal Handler","06/09/2021",
"COOPER,JAY CORY ","","","","","","","210502172","Terminal Handler","03/10/2022",
"COOTS,JOSEPH DANIEL ","","","","","","","210503501","Terminal Handler","01/27/2022",
"COPACK,ROSEMARIE ANN ","","","","","","","180502100","Terminal Handler","08/02/2018",
"CORDOVA,ALBERTO  ","","","","","","","210503880","Terminal Handler","03/10/2022",
"CORDOVA,RAUL  ","","","","","","","170500851","Terminal Handler","04/21/2017",
"CORLEY,ALEX BRADLEY ","","","","","","","210500640","Terminal Handler","04/21/2021",
"CORRADO,ANTONIA DOMENICA ","","","","","","","220502370","Terminal Handler","12/08/2022",
"Corrie,Scott Charles ","","","","","","","140500438","Terminal Handler","05/28/2015",
"Cortese,Frank Jack ","","","","","","","160503308","Terminal Handler","11/03/2016",
"Coryell,Cody Lee ","","","","","","","210502581","Terminal Handler","10/20/2021",
"CORZINE,MICHAEL SCOTT ","","","","","","","200501742","Terminal Handler","01/27/2021",
"Cosentino,Nicholas J ","","","","","","","120510805","Terminal Handler","12/20/2012",
"COSMAN,STEPHEN JOSEPH ","","","","","","","210502980","Terminal Handler","01/27/2022",
"Cotton,Patrice Monique ","","","","","","","210500236","Terminal Handler","09/09/2021",
"COUCH,RAY  III","","","","","","","190501088","Terminal Handler","04/18/2019",
"COX,CHAD ALLEN ","","","","","","","180500265","Terminal Handler","02/09/2018",
"COX,HEATHER MARIE ","","","","","","","120505188","Terminal Handler","07/19/2012",
"COX,JACOB RYAN ","","","","","","","190501225","Terminal Handler","06/13/2019",
"COX,JOHNNY RAY II","","","","","","","160502372","Terminal Handler","08/31/2016",
"Cox,Nicholas Lee ","","","","","","","120509716","Terminal Handler","10/18/2012",
"Cox,Nicole Irene ","","","","","","","130505209","Terminal Handler","10/24/2013",
"COX,RYAN PADRICK ","","","","","","","220500580","Terminal Handler","03/10/2022",
"Coyle,Kimberly  Ann ","","","","","","","130503880","Terminal Handler","08/22/2013",
"COZADD,NATHAN BRADLEY ","","","","","","","180502691","Terminal Handler","08/02/2018",
"Crabtree,Charles D ","","","","","","","120510336","Terminal Handler","07/18/2013",
"CRAIG,NICHOLAS TYLER ","","","","","","","210501952","Terminal Handler","01/27/2022",
"CRALLEY,KEVIN LYNN ","","","","","","","190502170","Terminal Handler","08/08/2019",
"CRAMER,SKILAR GRAM HENRY ","","","","","","","190503584","Terminal Handler","12/19/2019",
"CRAWFORD,CRAIG KENT ","","","","","","","210503670","Terminal Handler","01/27/2022",
"CRAWFORD,KENNETH EUGENE IV","","","","","","","170500119","Terminal Handler","04/21/2017",
"CREATH,BRADEN ALEXANDER ","","","","","","","190501568","Terminal Handler","06/13/2019",
"CRIPE,KELLY DENISE ","","","","","","","210502176","Terminal Handler","01/27/2022",
"Crist,Allen Dale ","","","","","","","130504917","Terminal Handler","09/19/2013",
"Crist,James Ernest ","","","","","","","140501995","Terminal Handler","06/26/2014",
"Crist,Joshua Allen ","","","","","","","140504072","Terminal Handler","03/26/2015",
"CROMWELL,PAMELA SUE ","","","","","","","180503198","Terminal Handler","09/14/2018",
"CROSE,MICHAEL DAVID ","","","","","","","170504236","Terminal Handler","01/09/2018",
"Cross,Brook Nichole ","","","","","","","210500511","Terminal Handler","03/10/2022",
"CROSS,CARYN LOUISE ","","","","","","","200502782","Terminal Handler","10/20/2021",
"Crudup ,Steven Willie Sr","","","","","","","130504101","Terminal Handler","09/19/2013",
"CRUZ,JIMMY SALVADOR ","","","","","","","170500635","Terminal Handler","03/23/2017",
"CULLEN,MICHAEL PATRICK ","","","","","","","220502547","Terminal Handler","12/08/2022",
"CUMMINGS,JAMES JOSEPH III","","","","","","","120506468","Terminal Handler","09/20/2012",
"Cummings,Pamela Marie ","","","","","","","160502948","Terminal Handler","12/14/2016",
"CUNNING,BRIAN RICHARD ","","","","","","","190501540","Terminal Handler","06/13/2019",
"Cunningham,Austin James ","","","","","","","220503389","Terminal Handler","02/09/2023",
"CURRY,BRADLEY STEPHEN ","","","","","","","170500120","Terminal Handler","04/21/2017",
"Czubatiuk,Michael Phillip ","","","","","","","150502090","Terminal Handler","07/23/2015",
"D'Angelo,Anthony Robert ","","","","","","","150503997","Terminal Handler","12/16/2015",
"D'Angelo,Phillip  ","","","","","","","150503998","Terminal Handler","12/16/2015",
"Daggett,Jacob Lee ","","","","","","","200502784","Terminal Handler","10/20/2021",
"DAILY,JOSHUA SCOTT ","","","","","","","210501455","Terminal Handler","09/09/2021",
"Dal Pozzo,Thomas Michael ","","","","","","","150502244","Terminal Handler","07/23/2015",
"Damaschke,Daniel John ","","","","","","","140503504","Terminal Handler","10/27/2014",
"Danna-Hoehne,Nicholas Aaron ","","","","","","","210500880","Terminal Handler","06/09/2021",
"Dart,Rodney Dean ","","","","","","","130503899","Terminal Handler","08/22/2013",
"DASENBROCK,CHRISTIAN ANDREW ","","","","","","","170503606","Terminal Handler","11/16/2017",
"DAUGHERTY,CHAD LYNN ","","","","","","","220502632","Terminal Handler","12/08/2022",
"Davis,Allante Lee ","","","","","","","200500669","Terminal Handler","06/11/2020",
"DAVIS,CAMERON JAMAL ","","","","","","","220503571","Terminal Handler","02/09/2023",
"DAVIS,COLLEEN MARIE ","","","","","","","180501223","Terminal Handler","05/24/2018",
"DAVIS,JAMES MICHAEL ","","","","","","","170502564","Terminal Handler","08/24/2017",
"Davis,Jeremy Colt ","","","","","","","130503873","Terminal Handler","10/24/2013",
"Davis,Jeremy Layton ","","","","","","","210500690","Terminal Handler","06/09/2021",
"DAVIS,MURRAY CLAYTON ","","","","","","","160504156","Terminal Handler","01/26/2017",
"DAVIS,SHANNON NICHOLAS LEE ","","","","","","","210503344","Terminal Handler","01/27/2022",
"Davis,Timothy John Jr","","","","","","","220501890","Terminal Handler","09/15/2022",
"DAVIS,TORRENCE FERRELL Jr","","","","","","","200500714","Terminal Handler","06/11/2020",
"DAWSON,RICHARD TWAIN ","","","","","","","200501467","Terminal Handler","11/17/2020",
"De La Torre,Cesar A ","","","","","","","160500347","Terminal Handler","03/04/2016",
"Deady,James Stephen ","","","","","","","120511482","Terminal Handler","12/20/2012",
"DEAN,THOMAS JAMES ","","","","","","","220503292","Terminal Handler","02/09/2023",
"DeBARBA,DOUGLAS BRADLEY II","","","","","","","220502706","Terminal Handler","12/08/2022",
"Deckard,BRENDA SUE ","","","","","","","150501618","Terminal Handler","05/28/2015",
"DECKARD,DANIEL Lee ","","","","","","","140503003","Terminal Handler","09/23/2014",
"DEITER,DEREK PAUL ","","","","","","","190503582","Terminal Handler","12/19/2019",
"DEITERS,CHADWICK JAMES ","","","","","","","170500546","Terminal Handler","03/23/2017",
"Delaney,Patrick Kelly ","","","","","","","220501125","Terminal Handler","04/28/2022",
"Delby,Corey James ","","","","","","","150503295","Terminal Handler","09/22/2015",
"DELCARLO,ROBERT CARL ","","","","","","","200501979","Terminal Handler","11/17/2020",
"DEMARTINO,FRANK MICHAEL ","","","","","","","220500477","Terminal Handler","03/10/2022",
"DENORMANDIE,RICHARD THOMAS ","","","","","","","160501490","Terminal Handler","06/02/2016",
"Deppe,Ryan Patrick Francis ","","","","","","","130500020","Terminal Handler","01/24/2013",
"DERMODY,THOMAS EDWARD ","","","","","","","180500914","Terminal Handler","04/12/2018",
"Derry,Charles Allan ","","","","","","","210502639","Terminal Handler","01/27/2022",
"DESHAZER,TOMMY RICARDO III","","","","","","","190501776","Terminal Handler","11/07/2019",
"Desper,Shawn Allen ","","","","","","","200501624","Terminal Handler","09/17/2020",
"DETERS,DREW CHARLES ","","","","","","","160501585","Terminal Handler","06/02/2016",
"Devera,Jacob Michael ","","","","","","","150504136","Terminal Handler","12/16/2015",
"Devor,Michael Daniel ","","","","","","","120506671","Terminal Handler","08/16/2012",
"DEWEESE,NICHOLA HOBBS ","","","","","","","130506404","Terminal Handler","01/15/2014",
"Diaz,Gilberto Don Dellota ","","","","","","","210503753","Terminal Handler","03/10/2022",
"DICKEN,CHRISTOPHER JAMES ","","","","","","","190500001","Terminal Handler","08/08/2019",
"DICKERSON,ROBERT WAYNE II","","","","","","","210502732","Terminal Handler","10/20/2021",
"Dickinson,Ryan Michael ","","","","","","","210500436","Terminal Handler","04/21/2021",
"DIERICKS,DAVID MICHAEL ","","","","","","","210502883","Terminal Handler","10/20/2021",
"DIERICKS,NICHOLAS ADAM ","","","","","","","180504181","Terminal Handler","12/12/2018",
"Diliberto,Hillary Nicole ","","","","","","","150504335","Terminal Handler","01/28/2016",
"DILLON,IAN ANDREW ","","","","","","","210503159","Terminal Handler","01/27/2022",
"DiRienzo,Ronald  ","","","","","","","130504912","Terminal Handler","09/19/2013",
"Distlehorst,Jacob Alan ","","","","","","","220501239","Terminal Handler","06/16/2022",
"DIXON,LANCE ALLEN ","","","","","","","140500230","Terminal Handler","02/26/2014",
"DIXON,PETER MARCUS ","","","","","","","210501493","Terminal Handler","09/09/2021",
"Dolis,Michael Joseph ","","","","","","","210502420","Terminal Handler","10/20/2021",
"Donahue ,Steven Francis ","","","","","","","120509281","Terminal Handler","02/21/2013",
"Dooley,Glenn Rae ","","","","","","","120507194","Terminal Handler","01/24/2013",
"DOOLEY,JOEL ERIC ","","","","","","","150503397","Terminal Handler","11/06/2015",
"DOROCIAK,ERIC KENNETH ","","","","","","","180500019","Terminal Handler","02/09/2018",
"Doss,Cortney Lavalle ","","","","","","","210501682","Terminal Handler","09/09/2021",
"DOWNER,CHARLES WILLIE ","","","","","","","180502311","Terminal Handler","09/14/2018",
"DOWNEY,DEBRA MARIE ","","","","","","","200500840","Terminal Handler","06/11/2020",
"DOZARD,STEVEN EDWARD ","","","","","","","190502264","Terminal Handler","08/08/2019",
"Drake,Brandan Reid ","","","","","","","220501588","Terminal Handler","06/16/2022",
"Drawz,Carolynne Michelle ","","","","","","","150504150","Terminal Handler","12/16/2015",
"DROZKOWSKI,JEFFREY GARRETT ","","","","","","","180501468","Terminal Handler","11/02/2018",
"DRUMMER,NATHAN ROBERT ","","","","","","","220503453","Terminal Handler","02/09/2023",
"DRUMMET,BRENT ANDREW ","","","","","","","160503074","Terminal Handler","10/07/2016",
